crawled,title,href,字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9
1593741861,合肥奥迪A3 2015款 Sportback 35 TFSI 百万纪念舒享型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/hf/4b84f7bfdbe152d1x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593741861,合肥奥迪A3 2015款 Sportback 35 TFSI 百万纪念舒享型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/hf/4b84f7bfdbe152d1x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593741861,合肥奥迪A3 2015款 Sportback 35 TFSI 百万纪念舒享型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/hf/4b84f7bfdbe152d1x.htm,标配/标配,标配/-,标配/标配,标配,标配,标配,-,标配,标配
1593741861,合肥奥迪A3 2015款 Sportback 35 TFSI 百万纪念舒享型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/hf/4b84f7bfdbe152d1x.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
1593741861,合肥奥迪A3 2015款 Sportback 35 TFSI 百万纪念舒享型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/hf/4b84f7bfdbe152d1x.htm,标配,-,-,自动,-,标配,-,标配,-/-
1593741889,金华奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/44ddf980c58676f5x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593741889,金华奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/44ddf980c58676f5x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593741889,金华奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/44ddf980c58676f5x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593741889,金华奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/44ddf980c58676f5x.htm,标配/标配,标配/选配,标配/-,选配,标配,标配,选配,标配,标配
1593741889,金华奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/44ddf980c58676f5x.htm,选配,选配,-,-,选配,标配,标配/标配,标配,选配
1593741889,金华奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/44ddf980c58676f5x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593741889,苏州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/45e324dac1c91c04x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593741889,苏州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/45e324dac1c91c04x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593741889,苏州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/45e324dac1c91c04x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593741889,苏州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/45e324dac1c91c04x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593741889,苏州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/45e324dac1c91c04x.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593741889,苏州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/45e324dac1c91c04x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593741916,大连奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/3808c4aaad65ba1dx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593741916,大连奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/3808c4aaad65ba1dx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593741916,大连奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/3808c4aaad65ba1dx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593741916,大连奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/3808c4aaad65ba1dx.htm,标配/标配,标配/-,标配/标配,-,标配,标配,-,标配,标配
1593741916,大连奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/3808c4aaad65ba1dx.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
1593741916,大连奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/3808c4aaad65ba1dx.htm,标配,-,-,手动,-,标配,-,-,-/-
1593741917,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/b509d2f587729138x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593741917,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/b509d2f587729138x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593741918,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/b509d2f587729138x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593741918,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/b509d2f587729138x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593741918,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/b509d2f587729138x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593741918,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/b509d2f587729138x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593741944,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/49f15ca24276bcadx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593741970,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/49f15ca24276bcadx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593741970,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/49f15ca24276bcadx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593741970,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/49f15ca24276bcadx.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593741970,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/49f15ca24276bcadx.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593741970,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/49f15ca24276bcadx.htm,标配,选配,-,自动,选配,标配,选配,标配,选配/-
1593741944,苏州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/f3b20369fe53a45bx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593741970,苏州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/f3b20369fe53a45bx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593741970,苏州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/f3b20369fe53a45bx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593741970,苏州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/f3b20369fe53a45bx.htm,标配/标配,标配/-,标配/标配,-,标配,标配,-,标配,标配
1593741970,苏州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/f3b20369fe53a45bx.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
1593741970,苏州奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/su/f3b20369fe53a45bx.htm,标配,-,-,手动,-,标配,-,-,-/-
1593741998,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/0e13f30c917952a3x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593741998,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/0e13f30c917952a3x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593741998,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/0e13f30c917952a3x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593741998,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/0e13f30c917952a3x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593741998,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/0e13f30c917952a3x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593741998,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/0e13f30c917952a3x.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593741998,吉林奥迪A3 2019款 Sportback 35 TFSI 运动型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jilin/cae538f440395afbx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593741998,吉林奥迪A3 2019款 Sportback 35 TFSI 运动型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jilin/cae538f440395afbx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593741998,吉林奥迪A3 2019款 Sportback 35 TFSI 运动型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jilin/cae538f440395afbx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593741998,吉林奥迪A3 2019款 Sportback 35 TFSI 运动型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jilin/cae538f440395afbx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593741998,吉林奥迪A3 2019款 Sportback 35 TFSI 运动型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jilin/cae538f440395afbx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593741998,吉林奥迪A3 2019款 Sportback 35 TFSI 运动型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jilin/cae538f440395afbx.htm,标配,选配,-,自动,选配,标配,标配,-,选配/-
1593742025,嘉兴奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/b6b83d592c71aa35x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742025,嘉兴奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/b6b83d592c71aa35x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742025,嘉兴奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/b6b83d592c71aa35x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742025,嘉兴奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/b6b83d592c71aa35x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742025,嘉兴奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/b6b83d592c71aa35x.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742025,嘉兴奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/b6b83d592c71aa35x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742027,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/d298757f7095929fx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742027,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/d298757f7095929fx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742027,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/d298757f7095929fx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742027,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/d298757f7095929fx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742027,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/d298757f7095929fx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742027,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/d298757f7095929fx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742053,潍坊奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/9d2ce15d040dfa1ex.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742053,潍坊奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/9d2ce15d040dfa1ex.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742053,潍坊奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/9d2ce15d040dfa1ex.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742053,潍坊奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/9d2ce15d040dfa1ex.htm,标配/标配,标配/-,标配/标配,-,标配,标配,-,标配,标配
1593742053,潍坊奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/9d2ce15d040dfa1ex.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
